,time
1811,2022-05-03 05:10:00
1812,2022-05-03 05:05:00
1813,2022-05-03 05:00:00
1814,2022-05-03 04:50:00
1815,2022-05-03 04:45:00
1816,2022-05-03 04:40:00
1817,2022-05-03 04:30:00
1818,2022-05-03 04:25:00
1819,2022-05-03 04:20:00
1820,2022-05-03 04:15:00
1821,2022-05-03 04:10:00
1822,2022-05-03 04:05:00
1823,2022-05-02 20:00:00
1824,2022-05-02 19:55:00
1825,2022-05-02 19:50:00
1826,2022-05-02 19:45:00
1827,2022-05-02 19:40:00
1828,2022-05-02 19:35:00
1829,2022-05-02 19:30:00
1830,2022-05-02 19:25:00
1831,2022-05-02 19:20:00
1832,2022-05-02 19:15:00
1833,2022-05-02 19:10:00
1834,2022-05-02 19:05:00
1835,2022-05-02 19:00:00
1836,2022-05-02 18:55:00
1837,2022-05-02 18:50:00
1838,2022-05-02 18:45:00
1839,2022-05-02 18:40:00
1840,2022-05-02 18:35:00
1841,2022-05-02 18:30:00
1842,2022-05-02 18:25:00
1843,2022-05-02 18:20:00
1844,2022-05-02 18:15:00
1845,2022-05-02 18:10:00
1846,2022-05-02 18:05:00
1847,2022-05-02 18:00:00
1848,2022-05-02 17:55:00
1849,2022-05-02 17:50:00
1850,2022-05-02 17:45:00
1851,2022-05-02 17:40:00
1852,2022-05-02 17:35:00
1853,2022-05-02 17:30:00
1854,2022-05-02 17:25:00
1855,2022-05-02 17:20:00
1856,2022-05-02 17:15:00
1857,2022-05-02 17:10:00
1858,2022-05-02 17:05:00
1859,2022-05-02 17:00:00
1860,2022-05-02 16:55:00
1861,2022-05-02 16:50:00
1862,2022-05-02 16:45:00
1863,2022-05-02 16:40:00
1864,2022-05-02 16:35:00
1865,2022-05-02 16:30:00
1866,2022-05-02 16:25:00
1867,2022-05-02 16:20:00
1868,2022-05-02 16:15:00
1869,2022-05-02 16:10:00
1870,2022-05-02 16:05:00
1871,2022-05-02 16:00:00
1872,2022-05-02 15:55:00
1873,2022-05-02 15:50:00
1874,2022-05-02 15:45:00
1875,2022-05-02 15:40:00
1876,2022-05-02 15:35:00
1877,2022-05-02 15:30:00
1878,2022-05-02 15:25:00
1879,2022-05-02 15:20:00
1880,2022-05-02 15:15:00
1881,2022-05-02 15:10:00
1882,2022-05-02 15:05:00
1883,2022-05-02 15:00:00
1884,2022-05-02 14:55:00
1885,2022-05-02 14:50:00
1886,2022-05-02 14:45:00
1887,2022-05-02 14:40:00
1888,2022-05-02 14:35:00
1889,2022-05-02 14:30:00
1890,2022-05-02 14:25:00
1891,2022-05-02 14:20:00
1892,2022-05-02 14:15:00
1893,2022-05-02 14:10:00
1894,2022-05-02 14:05:00
1895,2022-05-02 14:00:00
1896,2022-05-02 13:55:00
1897,2022-05-02 13:50:00
1898,2022-05-02 13:45:00
1899,2022-05-02 13:40:00
1900,2022-05-02 13:35:00
1901,2022-05-02 13:30:00
1902,2022-05-02 13:25:00
1903,2022-05-02 13:20:00
1904,2022-05-02 13:15:00
1905,2022-05-02 13:10:00
1906,2022-05-02 13:05:00
1907,2022-05-02 13:00:00
1908,2022-05-02 12:55:00
1909,2022-05-02 12:50:00
1910,2022-05-02 12:45:00
1911,2022-05-02 12:40:00
1912,2022-05-02 12:35:00
1913,2022-05-02 12:30:00
1914,2022-05-02 12:25:00
1915,2022-05-02 12:20:00
1916,2022-05-02 12:15:00
1917,2022-05-02 12:10:00
1918,2022-05-02 12:05:00
1919,2022-05-02 12:00:00
1920,2022-05-02 11:55:00
1921,2022-05-02 11:50:00
1922,2022-05-02 11:45:00
1923,2022-05-02 11:40:00
1924,2022-05-02 11:35:00
1925,2022-05-02 11:30:00
1926,2022-05-02 11:25:00
1927,2022-05-02 11:20:00
1928,2022-05-02 11:15:00
1929,2022-05-02 11:10:00
1930,2022-05-02 11:05:00
1931,2022-05-02 11:00:00
1932,2022-05-02 10:55:00
1933,2022-05-02 10:50:00
1934,2022-05-02 10:45:00
1935,2022-05-02 10:40:00
1936,2022-05-02 10:35:00
1937,2022-05-02 10:30:00
1938,2022-05-02 10:25:00
1939,2022-05-02 10:20:00
1940,2022-05-02 10:15:00
1941,2022-05-02 10:10:00
1942,2022-05-02 10:05:00
1943,2022-05-02 10:00:00
1944,2022-05-02 09:55:00
1945,2022-05-02 09:50:00
1946,2022-05-02 09:45:00
1947,2022-05-02 09:40:00
1948,2022-05-02 09:35:00
1949,2022-05-02 09:30:00
1950,2022-05-02 09:25:00
1951,2022-05-02 09:20:00
1952,2022-05-02 09:15:00
1953,2022-05-02 09:10:00
1954,2022-05-02 09:05:00
1955,2022-05-02 09:00:00
1956,2022-05-02 08:55:00
1957,2022-05-02 08:50:00
1958,2022-05-02 08:45:00
1959,2022-05-02 08:40:00
1960,2022-05-02 08:35:00
1961,2022-05-02 08:30:00
1962,2022-05-02 08:25:00
1963,2022-05-02 08:20:00
1964,2022-05-02 08:15:00
1965,2022-05-02 08:10:00
1966,2022-05-02 08:05:00
1967,2022-05-02 08:00:00
1968,2022-05-02 07:55:00
1969,2022-05-02 07:50:00
1970,2022-05-02 07:45:00
1971,2022-05-02 07:40:00
1972,2022-05-02 07:35:00
1973,2022-05-02 07:30:00
1974,2022-05-02 07:25:00
1975,2022-05-02 07:20:00
1976,2022-05-02 07:15:00
1977,2022-05-02 07:10:00
1978,2022-05-02 07:05:00
1979,2022-05-02 06:55:00
1980,2022-05-02 06:50:00
1981,2022-05-02 06:45:00
1982,2022-05-02 06:40:00
1983,2022-05-02 06:35:00
1984,2022-05-02 06:25:00
1985,2022-05-02 06:20:00
1986,2022-05-02 06:10:00
1987,2022-05-02 06:00:00
1988,2022-05-02 05:55:00
1989,2022-05-02 05:40:00
1990,2022-05-02 05:30:00
1991,2022-05-02 05:25:00
1992,2022-05-02 05:15:00
1993,2022-05-02 05:10:00
1994,2022-05-02 05:05:00
1995,2022-05-02 05:00:00
1996,2022-05-02 04:55:00
1997,2022-05-02 04:50:00
1998,2022-05-02 04:45:00
1999,2022-05-02 04:40:00
2000,2022-05-02 04:35:00
2001,2022-05-02 04:30:00
2002,2022-05-02 04:20:00
2003,2022-05-02 04:10:00
2004,2022-05-02 04:05:00
2005,2022-04-29 20:00:00
2006,2022-04-29 19:55:00
2007,2022-04-29 19:50:00
2008,2022-04-29 19:45:00
2009,2022-04-29 19:40:00
2010,2022-04-29 19:35:00
2011,2022-04-29 19:30:00
2012,2022-04-29 19:25:00
2013,2022-04-29 19:20:00
2014,2022-04-29 19:15:00
2015,2022-04-29 19:10:00
2016,2022-04-29 19:05:00
2017,2022-04-29 19:00:00
2018,2022-04-29 18:55:00
2019,2022-04-29 18:50:00
2020,2022-04-29 18:45:00
2021,2022-04-29 18:40:00
2022,2022-04-29 18:35:00
2023,2022-04-29 18:30:00
2024,2022-04-29 18:25:00
2025,2022-04-29 18:20:00
2026,2022-04-29 18:15:00
2027,2022-04-29 18:10:00
2028,2022-04-29 18:05:00
2029,2022-04-29 18:00:00
2030,2022-04-29 17:55:00
2031,2022-04-29 17:50:00
2032,2022-04-29 17:45:00
2033,2022-04-29 17:40:00
2034,2022-04-29 17:35:00
2035,2022-04-29 17:30:00
2036,2022-04-29 17:25:00
2037,2022-04-29 17:20:00
2038,2022-04-29 17:15:00
2039,2022-04-29 17:10:00
2040,2022-04-29 17:05:00
2041,2022-04-29 17:00:00
2042,2022-04-29 16:55:00
2043,2022-04-29 16:50:00
2044,2022-04-29 16:45:00
2045,2022-04-29 16:40:00
2046,2022-04-29 16:35:00
2047,2022-04-29 16:30:00
2048,2022-04-29 16:25:00
2049,2022-04-29 16:20:00
2050,2022-04-29 16:15:00
2051,2022-04-29 16:10:00
2052,2022-04-29 16:05:00
2053,2022-04-29 16:00:00
2054,2022-04-29 15:55:00
2055,2022-04-29 15:50:00
2056,2022-04-29 15:45:00
2057,2022-04-29 15:40:00
2058,2022-04-29 15:35:00
2059,2022-04-29 15:30:00
2060,2022-04-29 15:25:00
2061,2022-04-29 15:20:00
2062,2022-04-29 15:15:00
2063,2022-04-29 15:10:00
2064,2022-04-29 15:05:00
2065,2022-04-29 15:00:00
2066,2022-04-29 14:55:00
2067,2022-04-29 14:50:00
2068,2022-04-29 14:45:00
2069,2022-04-29 14:40:00
2070,2022-04-29 14:35:00
2071,2022-04-29 14:30:00
2072,2022-04-29 14:25:00
2073,2022-04-29 14:20:00
2074,2022-04-29 14:15:00
2075,2022-04-29 14:10:00
2076,2022-04-29 14:05:00
2077,2022-04-29 14:00:00
2078,2022-04-29 13:55:00
2079,2022-04-29 13:50:00
2080,2022-04-29 13:45:00
2081,2022-04-29 13:40:00
2082,2022-04-29 13:35:00
2083,2022-04-29 13:30:00
2084,2022-04-29 13:25:00
2085,2022-04-29 13:20:00
2086,2022-04-29 13:15:00
2087,2022-04-29 13:10:00
2088,2022-04-29 13:05:00
2089,2022-04-29 13:00:00
2090,2022-04-29 12:55:00
2091,2022-04-29 12:50:00
2092,2022-04-29 12:45:00
2093,2022-04-29 12:40:00
2094,2022-04-29 12:35:00
2095,2022-04-29 12:30:00
2096,2022-04-29 12:25:00
2097,2022-04-29 12:20:00
2098,2022-04-29 12:15:00
2099,2022-04-29 12:10:00
2100,2022-04-29 12:05:00
2101,2022-04-29 12:00:00
2102,2022-04-29 11:55:00
2103,2022-04-29 11:50:00
2104,2022-04-29 11:45:00
2105,2022-04-29 11:40:00
2106,2022-04-29 11:35:00
2107,2022-04-29 11:30:00
2108,2022-04-29 11:25:00
2109,2022-04-29 11:20:00
2110,2022-04-29 11:15:00
2111,2022-04-29 11:10:00
2112,2022-04-29 11:05:00
2113,2022-04-29 11:00:00
2114,2022-04-29 10:55:00
2115,2022-04-29 10:50:00
2116,2022-04-29 10:45:00
2117,2022-04-29 10:40:00
2118,2022-04-29 10:35:00
2119,2022-04-29 10:30:00
2120,2022-04-29 10:25:00
2121,2022-04-29 10:20:00
2122,2022-04-29 10:15:00
2123,2022-04-29 10:10:00
2124,2022-04-29 10:05:00
2125,2022-04-29 10:00:00
2126,2022-04-29 09:55:00
2127,2022-04-29 09:50:00
2128,2022-04-29 09:45:00
2129,2022-04-29 09:40:00
2130,2022-04-29 09:35:00
2131,2022-04-29 09:30:00
2132,2022-04-29 09:25:00
2133,2022-04-29 09:20:00
2134,2022-04-29 09:15:00
2135,2022-04-29 09:10:00
2136,2022-04-29 09:05:00
2137,2022-04-29 09:00:00
2138,2022-04-29 08:55:00
2139,2022-04-29 08:50:00
2140,2022-04-29 08:45:00
2141,2022-04-29 08:40:00
2142,2022-04-29 08:35:00
2143,2022-04-29 08:30:00
2144,2022-04-29 08:25:00
2145,2022-04-29 08:20:00
2146,2022-04-29 08:15:00
2147,2022-04-29 08:10:00
2148,2022-04-29 08:05:00
2149,2022-04-29 08:00:00
2150,2022-04-29 07:55:00
2151,2022-04-29 07:50:00
2152,2022-04-29 07:45:00
2153,2022-04-29 07:40:00
2154,2022-04-29 07:35:00
2155,2022-04-29 07:30:00
2156,2022-04-29 07:25:00
2157,2022-04-29 07:20:00
2158,2022-04-29 07:15:00
2159,2022-04-29 07:10:00
2160,2022-04-29 07:05:00
2161,2022-04-29 07:00:00
2162,2022-04-29 06:55:00
2163,2022-04-29 06:50:00
2164,2022-04-29 06:45:00
2165,2022-04-29 06:40:00
2166,2022-04-29 06:30:00
2167,2022-04-29 06:25:00
2168,2022-04-29 06:20:00
2169,2022-04-29 06:15:00
2170,2022-04-29 06:10:00
2171,2022-04-29 06:05:00
2172,2022-04-29 06:00:00
2173,2022-04-29 05:55:00
2174,2022-04-29 05:50:00
2175,2022-04-29 05:45:00
2176,2022-04-29 05:40:00
2177,2022-04-29 05:35:00
2178,2022-04-29 05:30:00
2179,2022-04-29 05:25:00
2180,2022-04-29 05:20:00
2181,2022-04-29 05:15:00
2182,2022-04-29 05:10:00
2183,2022-04-29 05:05:00
2184,2022-04-29 05:00:00
2185,2022-04-29 04:55:00
2186,2022-04-29 04:50:00
2187,2022-04-29 04:45:00
2188,2022-04-29 04:40:00
2189,2022-04-29 04:35:00
2190,2022-04-29 04:30:00
2191,2022-04-29 04:25:00
2192,2022-04-29 04:20:00
2193,2022-04-29 04:15:00
2194,2022-04-29 04:10:00
2195,2022-04-29 04:05:00
2196,2022-04-28 20:00:00
2197,2022-04-28 19:55:00
2198,2022-04-28 19:50:00
2199,2022-04-28 19:45:00
2200,2022-04-28 19:40:00
2201,2022-04-28 19:35:00
2202,2022-04-28 19:30:00
2203,2022-04-28 19:25:00
2204,2022-04-28 19:20:00
2205,2022-04-28 19:15:00
2206,2022-04-28 19:10:00
2207,2022-04-28 19:05:00
2208,2022-04-28 19:00:00
2209,2022-04-28 18:55:00
2210,2022-04-28 18:50:00
2211,2022-04-28 18:45:00
2212,2022-04-28 18:40:00
2213,2022-04-28 18:35:00
2214,2022-04-28 18:30:00
2215,2022-04-28 18:25:00
2216,2022-04-28 18:20:00
2217,2022-04-28 18:15:00
2218,2022-04-28 18:10:00
2219,2022-04-28 18:05:00
2220,2022-04-28 18:00:00
2221,2022-04-28 17:55:00
2222,2022-04-28 17:50:00
2223,2022-04-28 17:45:00
2224,2022-04-28 17:40:00
2225,2022-04-28 17:35:00
2226,2022-04-28 17:30:00
2227,2022-04-28 17:25:00
2228,2022-04-28 17:20:00
2229,2022-04-28 17:15:00
2230,2022-04-28 17:10:00
2231,2022-04-28 17:05:00
2232,2022-04-28 17:00:00
2233,2022-04-28 16:55:00
2234,2022-04-28 16:50:00
2235,2022-04-28 16:45:00
2236,2022-04-28 16:40:00
2237,2022-04-28 16:35:00
2238,2022-04-28 16:30:00
2239,2022-04-28 16:25:00
2240,2022-04-28 16:20:00
2241,2022-04-28 16:15:00
2242,2022-04-28 16:10:00
2243,2022-04-28 16:05:00
2244,2022-04-28 16:00:00
2245,2022-04-28 15:55:00
2246,2022-04-28 15:50:00
2247,2022-04-28 15:45:00
2248,2022-04-28 15:40:00
2249,2022-04-28 15:35:00
2250,2022-04-28 15:30:00
2251,2022-04-28 15:25:00
2252,2022-04-28 15:20:00
2253,2022-04-28 15:15:00
2254,2022-04-28 15:10:00
2255,2022-04-28 15:05:00
2256,2022-04-28 15:00:00
2257,2022-04-28 14:55:00
2258,2022-04-28 14:50:00
2259,2022-04-28 14:45:00
2260,2022-04-28 14:40:00
2261,2022-04-28 14:35:00
2262,2022-04-28 14:30:00
2263,2022-04-28 14:25:00
2264,2022-04-28 14:20:00
2265,2022-04-28 14:15:00
2266,2022-04-28 14:10:00
2267,2022-04-28 14:05:00
2268,2022-04-28 14:00:00
2269,2022-04-28 13:55:00
2270,2022-04-28 13:50:00
2271,2022-04-28 13:45:00
2272,2022-04-28 13:40:00
2273,2022-04-28 13:35:00
2274,2022-04-28 13:30:00
2275,2022-04-28 13:25:00
2276,2022-04-28 13:20:00
2277,2022-04-28 13:15:00
2278,2022-04-28 13:10:00
2279,2022-04-28 13:05:00
2280,2022-04-28 13:00:00
2281,2022-04-28 12:55:00
2282,2022-04-28 12:50:00
2283,2022-04-28 12:45:00
2284,2022-04-28 12:40:00
2285,2022-04-28 12:35:00
2286,2022-04-28 12:30:00
2287,2022-04-28 12:25:00
2288,2022-04-28 12:20:00
2289,2022-04-28 12:15:00
2290,2022-04-28 12:10:00
2291,2022-04-28 12:05:00
2292,2022-04-28 12:00:00
2293,2022-04-28 11:55:00
2294,2022-04-28 11:50:00
2295,2022-04-28 11:45:00
2296,2022-04-28 11:40:00
2297,2022-04-28 11:35:00
2298,2022-04-28 11:30:00
2299,2022-04-28 11:25:00
2300,2022-04-28 11:20:00
2301,2022-04-28 11:15:00
2302,2022-04-28 11:10:00
2303,2022-04-28 11:05:00
2304,2022-04-28 11:00:00
2305,2022-04-28 10:55:00
2306,2022-04-28 10:50:00
2307,2022-04-28 10:45:00
2308,2022-04-28 10:40:00
2309,2022-04-28 10:35:00
2310,2022-04-28 10:30:00
2311,2022-04-28 10:25:00
2312,2022-04-28 10:20:00
2313,2022-04-28 10:15:00
2314,2022-04-28 10:10:00
2315,2022-04-28 10:05:00
2316,2022-04-28 10:00:00
2317,2022-04-28 09:55:00
2318,2022-04-28 09:50:00
2319,2022-04-28 09:45:00
2320,2022-04-28 09:40:00
2321,2022-04-28 09:35:00
2322,2022-04-28 09:30:00
2323,2022-04-28 09:25:00
2324,2022-04-28 09:20:00
2325,2022-04-28 09:15:00
2326,2022-04-28 09:10:00
2327,2022-04-28 09:05:00
2328,2022-04-28 09:00:00
2329,2022-04-28 08:55:00
2330,2022-04-28 08:50:00
2331,2022-04-28 08:45:00
2332,2022-04-28 08:40:00
2333,2022-04-28 08:35:00
2334,2022-04-28 08:30:00
2335,2022-04-28 08:25:00
2336,2022-04-28 08:20:00
2337,2022-04-28 08:15:00
2338,2022-04-28 08:10:00
2339,2022-04-28 08:05:00
2340,2022-04-28 08:00:00
2341,2022-04-28 07:55:00
2342,2022-04-28 07:50:00
2343,2022-04-28 07:45:00
2344,2022-04-28 07:40:00
2345,2022-04-28 07:35:00
2346,2022-04-28 07:30:00
2347,2022-04-28 07:25:00
2348,2022-04-28 07:20:00
2349,2022-04-28 07:15:00
2350,2022-04-28 07:10:00
2351,2022-04-28 07:05:00
2352,2022-04-28 07:00:00
2353,2022-04-28 06:55:00
2354,2022-04-28 06:50:00
2355,2022-04-28 06:45:00
2356,2022-04-28 06:40:00
2357,2022-04-28 06:35:00
2358,2022-04-28 06:30:00
2359,2022-04-28 06:25:00
2360,2022-04-28 06:20:00
2361,2022-04-28 06:15:00
2362,2022-04-28 06:10:00
2363,2022-04-28 06:05:00
2364,2022-04-28 05:55:00
2365,2022-04-28 05:50:00
2366,2022-04-28 05:45:00
2367,2022-04-28 05:40:00
2368,2022-04-28 05:35:00
2369,2022-04-28 05:30:00
2370,2022-04-28 05:25:00
2371,2022-04-28 05:20:00
2372,2022-04-28 05:15:00
2373,2022-04-28 05:10:00
2374,2022-04-28 05:05:00
2375,2022-04-28 04:35:00
2376,2022-04-28 04:30:00
2377,2022-04-28 04:25:00
2378,2022-04-28 04:20:00
2379,2022-04-28 04:15:00
2380,2022-04-28 04:10:00
2381,2022-04-28 04:05:00
2382,2022-04-27 20:00:00
2383,2022-04-27 19:55:00
2384,2022-04-27 19:50:00
2385,2022-04-27 19:45:00
2386,2022-04-27 19:35:00
2387,2022-04-27 19:30:00
2388,2022-04-27 19:25:00
2389,2022-04-27 19:20:00
2390,2022-04-27 19:15:00
2391,2022-04-27 19:10:00
2392,2022-04-27 19:05:00
2393,2022-04-27 18:55:00
2394,2022-04-27 18:50:00
2395,2022-04-27 18:45:00
2396,2022-04-27 18:40:00
2397,2022-04-27 18:35:00
2398,2022-04-27 18:30:00
2399,2022-04-27 18:25:00
2400,2022-04-27 18:15:00
2401,2022-04-27 18:10:00
2402,2022-04-27 18:05:00
2403,2022-04-27 18:00:00
2404,2022-04-27 17:50:00
2405,2022-04-27 17:45:00
2406,2022-04-27 17:40:00
2407,2022-04-27 17:35:00
2408,2022-04-27 17:30:00
2409,2022-04-27 17:25:00
2410,2022-04-27 17:20:00
2411,2022-04-27 17:15:00
2412,2022-04-27 17:10:00
2413,2022-04-27 17:05:00
2414,2022-04-27 17:00:00
2415,2022-04-27 16:55:00
2416,2022-04-27 16:50:00
2417,2022-04-27 16:45:00
2418,2022-04-27 16:40:00
2419,2022-04-27 16:35:00
2420,2022-04-27 16:30:00
2421,2022-04-27 16:25:00
2422,2022-04-27 16:20:00
2423,2022-04-27 16:15:00
2424,2022-04-27 16:10:00
2425,2022-04-27 16:05:00
2426,2022-04-27 16:00:00
2427,2022-04-27 15:55:00
2428,2022-04-27 15:50:00
2429,2022-04-27 15:45:00
2430,2022-04-27 15:40:00
2431,2022-04-27 15:35:00
2432,2022-04-27 15:30:00
2433,2022-04-27 15:25:00
2434,2022-04-27 15:20:00
2435,2022-04-27 15:15:00
2436,2022-04-27 15:10:00
2437,2022-04-27 15:05:00
2438,2022-04-27 15:00:00
2439,2022-04-27 14:55:00
2440,2022-04-27 14:50:00
2441,2022-04-27 14:45:00
2442,2022-04-27 14:40:00
2443,2022-04-27 14:35:00
2444,2022-04-27 14:30:00
2445,2022-04-27 14:25:00
2446,2022-04-27 14:20:00
2447,2022-04-27 14:15:00
2448,2022-04-27 14:10:00
2449,2022-04-27 14:05:00
2450,2022-04-27 14:00:00
2451,2022-04-27 13:55:00
2452,2022-04-27 13:50:00
2453,2022-04-27 13:45:00
2454,2022-04-27 13:40:00
2455,2022-04-27 13:35:00
2456,2022-04-27 13:30:00
2457,2022-04-27 13:25:00
2458,2022-04-27 13:20:00
2459,2022-04-27 13:15:00
2460,2022-04-27 13:10:00
2461,2022-04-27 13:05:00
2462,2022-04-27 13:00:00
2463,2022-04-27 12:55:00
2464,2022-04-27 12:50:00
2465,2022-04-27 12:45:00
2466,2022-04-27 12:40:00
2467,2022-04-27 12:35:00
2468,2022-04-27 12:30:00
2469,2022-04-27 12:25:00
2470,2022-04-27 12:20:00
2471,2022-04-27 12:15:00
2472,2022-04-27 12:10:00
2473,2022-04-27 12:05:00
2474,2022-04-27 12:00:00
2475,2022-04-27 11:55:00
2476,2022-04-27 11:50:00
2477,2022-04-27 11:45:00
2478,2022-04-27 11:40:00
2479,2022-04-27 11:35:00
2480,2022-04-27 11:30:00
2481,2022-04-27 11:25:00
2482,2022-04-27 11:20:00
2483,2022-04-27 11:15:00
2484,2022-04-27 11:10:00
2485,2022-04-27 11:05:00
2486,2022-04-27 11:00:00
2487,2022-04-27 10:55:00
2488,2022-04-27 10:50:00
2489,2022-04-27 10:45:00
2490,2022-04-27 10:40:00
2491,2022-04-27 10:35:00
2492,2022-04-27 10:30:00
2493,2022-04-27 10:25:00
2494,2022-04-27 10:20:00
2495,2022-04-27 10:15:00
2496,2022-04-27 10:10:00
2497,2022-04-27 10:05:00
2498,2022-04-27 10:00:00
2499,2022-04-27 09:55:00
2500,2022-04-27 09:50:00
2501,2022-04-27 09:45:00
2502,2022-04-27 09:40:00
2503,2022-04-27 09:35:00
2504,2022-04-27 09:30:00
2505,2022-04-27 09:25:00
2506,2022-04-27 09:20:00
2507,2022-04-27 09:15:00
2508,2022-04-27 09:10:00
2509,2022-04-27 09:05:00
2510,2022-04-27 09:00:00
2511,2022-04-27 08:55:00
2512,2022-04-27 08:50:00
2513,2022-04-27 08:45:00
2514,2022-04-27 08:40:00
2515,2022-04-27 08:35:00
2516,2022-04-27 08:30:00
2517,2022-04-27 08:25:00
2518,2022-04-27 08:20:00
2519,2022-04-27 08:15:00
2520,2022-04-27 08:10:00
2521,2022-04-27 08:05:00
2522,2022-04-27 08:00:00
2523,2022-04-27 07:55:00
2524,2022-04-27 07:50:00
2525,2022-04-27 07:45:00
2526,2022-04-27 07:40:00
2527,2022-04-27 07:35:00
2528,2022-04-27 07:30:00
2529,2022-04-27 07:25:00
2530,2022-04-27 07:20:00
2531,2022-04-27 07:15:00
2532,2022-04-27 07:10:00
2533,2022-04-27 07:05:00
2534,2022-04-27 07:00:00
2535,2022-04-27 06:55:00
2536,2022-04-27 06:50:00
2537,2022-04-27 06:45:00
2538,2022-04-27 06:40:00
2539,2022-04-27 06:35:00
2540,2022-04-27 06:30:00
2541,2022-04-27 06:25:00
2542,2022-04-27 06:15:00
2543,2022-04-27 06:10:00
2544,2022-04-27 06:05:00
2545,2022-04-27 06:00:00
2546,2022-04-27 05:55:00
2547,2022-04-27 05:50:00
2548,2022-04-27 05:45:00
2549,2022-04-27 05:40:00
2550,2022-04-27 05:35:00
2551,2022-04-27 05:30:00
2552,2022-04-27 05:25:00
2553,2022-04-27 05:20:00
2554,2022-04-27 05:15:00
2555,2022-04-27 05:10:00
2556,2022-04-27 05:05:00
2557,2022-04-27 05:00:00
2558,2022-04-27 04:55:00
2559,2022-04-27 04:50:00
2560,2022-04-27 04:45:00
2561,2022-04-27 04:40:00
2562,2022-04-27 04:35:00
2563,2022-04-27 04:30:00
2564,2022-04-27 04:25:00
2565,2022-04-27 04:20:00
2566,2022-04-27 04:15:00
2567,2022-04-27 04:10:00
2568,2022-04-27 04:05:00
2569,2022-04-26 20:00:00
2570,2022-04-26 19:55:00
2571,2022-04-26 19:50:00
2572,2022-04-26 19:45:00
2573,2022-04-26 19:40:00
2574,2022-04-26 19:35:00
2575,2022-04-26 19:30:00
2576,2022-04-26 19:25:00
2577,2022-04-26 19:20:00
2578,2022-04-26 19:15:00
2579,2022-04-26 19:10:00
2580,2022-04-26 19:05:00
2581,2022-04-26 19:00:00
2582,2022-04-26 18:55:00
2583,2022-04-26 18:50:00
2584,2022-04-26 18:45:00
2585,2022-04-26 18:40:00
2586,2022-04-26 18:35:00
2587,2022-04-26 18:30:00
2588,2022-04-26 18:25:00
2589,2022-04-26 18:20:00
2590,2022-04-26 18:15:00
2591,2022-04-26 18:10:00
2592,2022-04-26 18:05:00
2593,2022-04-26 18:00:00
2594,2022-04-26 17:55:00
2595,2022-04-26 17:50:00
2596,2022-04-26 17:45:00
2597,2022-04-26 17:40:00
2598,2022-04-26 17:35:00
2599,2022-04-26 17:30:00
2600,2022-04-26 17:25:00
2601,2022-04-26 17:20:00
2602,2022-04-26 17:15:00
2603,2022-04-26 17:10:00
2604,2022-04-26 17:05:00
2605,2022-04-26 17:00:00
2606,2022-04-26 16:55:00
2607,2022-04-26 16:50:00
2608,2022-04-26 16:45:00
2609,2022-04-26 16:40:00
2610,2022-04-26 16:35:00
2611,2022-04-26 16:30:00
2612,2022-04-26 16:25:00
2613,2022-04-26 16:20:00
2614,2022-04-26 16:15:00
2615,2022-04-26 16:10:00
2616,2022-04-26 16:05:00
2617,2022-04-26 16:00:00
2618,2022-04-26 15:55:00
2619,2022-04-26 15:50:00
2620,2022-04-26 15:45:00
2621,2022-04-26 15:40:00
2622,2022-04-26 15:35:00
2623,2022-04-26 15:30:00
2624,2022-04-26 15:25:00
2625,2022-04-26 15:20:00
2626,2022-04-26 15:15:00
2627,2022-04-26 15:10:00
2628,2022-04-26 15:05:00
2629,2022-04-26 15:00:00
2630,2022-04-26 14:55:00
2631,2022-04-26 14:50:00
2632,2022-04-26 14:45:00
2633,2022-04-26 14:40:00
2634,2022-04-26 14:35:00
2635,2022-04-26 14:30:00
2636,2022-04-26 14:25:00
2637,2022-04-26 14:20:00
2638,2022-04-26 14:15:00
2639,2022-04-26 14:10:00
2640,2022-04-26 14:05:00
2641,2022-04-26 14:00:00
2642,2022-04-26 13:55:00
2643,2022-04-26 13:50:00
2644,2022-04-26 13:45:00
2645,2022-04-26 13:40:00
2646,2022-04-26 13:35:00
2647,2022-04-26 13:30:00
2648,2022-04-26 13:25:00
2649,2022-04-26 13:20:00
2650,2022-04-26 13:15:00
2651,2022-04-26 13:10:00
2652,2022-04-26 13:05:00
2653,2022-04-26 13:00:00
2654,2022-04-26 12:55:00
2655,2022-04-26 12:50:00
2656,2022-04-26 12:45:00
2657,2022-04-26 12:40:00
2658,2022-04-26 12:35:00
2659,2022-04-26 12:30:00
2660,2022-04-26 12:25:00
2661,2022-04-26 12:20:00
2662,2022-04-26 12:15:00
2663,2022-04-26 12:10:00
2664,2022-04-26 12:05:00
2665,2022-04-26 12:00:00
2666,2022-04-26 11:55:00
2667,2022-04-26 11:50:00
2668,2022-04-26 11:45:00
2669,2022-04-26 11:40:00
2670,2022-04-26 11:35:00
2671,2022-04-26 11:30:00
2672,2022-04-26 11:25:00
2673,2022-04-26 11:20:00
2674,2022-04-26 11:15:00
2675,2022-04-26 11:10:00
2676,2022-04-26 11:05:00
2677,2022-04-26 11:00:00
2678,2022-04-26 10:55:00
2679,2022-04-26 10:50:00
2680,2022-04-26 10:45:00
2681,2022-04-26 10:40:00
2682,2022-04-26 10:35:00
2683,2022-04-26 10:30:00
2684,2022-04-26 10:25:00
